**********************************
*   Optimizing GRN with GRNEAT   *
**********************************

---- Evolution parameters ----
Folder name:                        NMSarsa_ActorCriticPendulum/run_3274472017164395
Evaluator name:                     NMSarsa_ActorCriticPendulum
Random seed:                        111
GREAT activated:                    true
Max iterations:                     500
Population size:                    500
Save Population:                    false
Representative method:              1
Species size adjusting methods:     2
Dynamics coeff for genome distance: true
GREAT initialization                true
Number of CPUs                      16
Speciation threshold:               0.15
Species min size:                   15
Initial duplicates:                 19
Tournament size:                    3
Crossover rate:                     0.2
Mutation rate:                      0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size
0	3274581434740014	480	24	480	353.7023362364581	-683.5790279669852	-941.6561664691461	8	7.68	8	8
1	3274829786744418	1061	20	524	357.1140301582213	-655.7821547946728	-957.1000690367237	8	8.824	10	8
2	3275121704860060	1673	17	520	359.3264376872134	-585.4520627030457	-949.074795870477	9	9.0	11	8
3	3275510907192082	2278	13	517	355.86702978258666	-492.527370037683	-976.3147688801132	8	9.212	13	8
4	3275810319322124	2845	13	523	326.2510901369098	-409.74085510773415	-924.4051407960343	9	9.586	13	8
5	3276195773550656	3414	11	513	305.5050332397896	-349.21425840200146	-965.1032282617624	10	9.502	13	8
6	3276553515400644	4048	9	566	301.88360663828223	-409.4884294747993	-941.7122447554156	9	10.564	13	8
7	3276900061335082	4593	7	520	329.97218589625504	-276.98770265444904	-917.410967442674	9	10.016	14	8
8	3277175234764790	5118	7	516	339.57572911900945	-194.24055543414724	-911.3520936675939	9	9.82	16	8
9	3277487188844222	5649	7	507	341.8466836979406	-109.37760030287015	-915.3337027819875	9	10.284	17	8
10	3277782112452728	6166	7	507	344.99550434973156	-99.98534346932327	-948.6113404641864	11	10.434	18	8
11	3278084771900077	7004	5	823	344.30412112491723	-153.39832364372793	-929.1977788691187	9	17.244	19	8
12	3278224148559476	7571	4	561	347.0963045967672	-203.86046043319186	-938.6773080881466	9	12.428	17	8
13	3278425715156490	8104	3	504	350.3325878153343	-186.10903679957494	-933.3564802626056	9	11.248	16	8
14	3278696520039505	8630	3	503	354.81557857537024	-160.01422437221234	-916.7976400727317	9	10.862	16	8
15	3279134901642617	9150	4	503	361.87707487721883	-52.09936013743824	-916.4092417280327	9	10.936	17	8
16	3282684228807732	10788	3	1628	377.3540897011491	214.05216181670463	-917.5813761782966	8	32.046	18	8
17	3284587911853587	11712	5	917	381.9870604995252	206.9471307780985	-956.9336413611771	8	18.334	18	8
18	3287456191089024	12962	6	1239	388.54846911994883	252.43894796862378	-931.3594522298469	10	23.686	16	8
19	3289767077857948	13947	6	982	385.8595032858444	272.7571241861651	-934.2356726880417	9	18.676	16	8
20	3291235062249489	14481	6	506	386.3957589164794	271.6701292538588	-913.0263710002351	8	9.522	17	8
21	3292645672836668	15004	6	506	388.31951828233525	315.5600578168794	-928.9939143365922	10	9.728	17	8
22	3293933936688564	15517	5	506	390.3794044488485	314.09678675479705	-910.4293331003516	9	10.138	17	8
23	3295165177983093	16023	6	505	390.8829433740313	308.25012366983185	-912.1013490444843	11	10.236	17	8
24	3296537482331220	16541	5	506	392.3616831296558	332.10206620919615	-909.8427049751824	9	10.442	18	8
25	3297795133288403	17047	5	505	391.8315295813661	317.79571414405024	-913.5051760207356	10	10.826	19	8
26	3299079426985601	17553	5	505	393.0842120641092	319.1385702605748	-914.8392590177313	8	10.738	18	8
27	3300478758431085	18069	5	505	395.1442986890322	314.42061774758804	-911.5159257140157	16	10.926	19	8
28	3302010999114653	18598	8	505	402.77150322995624	327.37320325852176	-939.5794615544049	9	11.168	20	8
29	3303317734455349	19109	8	508	400.46045222003227	316.8793687430474	-939.7165156810711	9	11.012	21	8
30	3304638896654202	19620	8	508	402.64029757800375	339.23895155007796	-920.5406061878532	18	10.974	21	8
31	3305930046737611	20131	9	508	401.6641593875041	324.7434242317936	-943.246521691664	16	11.216	21	8
32	3307211142358173	20640	9	509	406.2421483761844	331.9943636388079	-915.552631495269	16	11.016	20	8
33	3308986533882273	21190	6	509	409.539951275195	346.90333992474666	-913.5599307350997	22	11.33	22	8
34	3310417603905113	21707	6	506	406.3926230392455	349.5780955139814	-910.5106413497413	22	11.722	22	8
35	3311801132618953	22219	7	506	413.14958219329156	352.5973345814918	-910.8956527458776	11	12.07	23	8
36	3313094184959294	22726	7	507	414.11790777866474	330.9458507803115	-917.9546157885464	11	11.702	23	8
37	3314513733773746	23242	7	507	409.3520655364741	353.8501868869344	-913.0351697811054	23	12.172	23	8
38	3315991779347904	23761	7	507	412.5727485312827	353.0942102443765	-908.6775287950621	9	12.8	24	8
39	3317530034262215	24287	7	507	415.9544068366439	347.23446949570354	-940.5743129719614	11	12.602	23	8
40	3319269279780199	24825	7	507	420.43067162070395	354.3699422570342	-912.9123765875775	11	12.56	24	8
41	3320951278004444	25358	7	507	416.51431250337083	357.3694396993788	-918.7869614772964	15	12.59	24	8
42	3322372169491765	25871	10	507	419.3138158359714	354.6315360452929	-913.8802880729138	16	12.606	24	8
43	3324094294273862	26412	9	510	418.47296955336844	352.4564576159938	-910.0876781626074	9	12.146	24	8
44	3325796826190497	26948	9	509	419.9833235908085	353.8571734613961	-910.2144013192207	11	12.544	25	8
45	3327485030501345	27485	8	509	419.24411700744474	357.8307887854279	-915.9076507993467	11	12.672	26	8
46	3329085344940375	28011	9	508	423.2445094783214	349.67853658142974	-923.4023890667337	14	12.388	27	8
47	3330597584193645	28532	11	509	423.57416688674397	362.2747047897439	-911.856715263347	11	12.996	27	8
48	3332147509442975	29057	11	511	425.3207453204926	352.3503752057331	-910.838919105574	13	12.812	26	8
49	3333673769416112	29581	12	511	423.95267567904824	355.6743606656495	-939.604616659772	10	12.494	26	8
50	3335286238948389	30114	11	512	424.02846026573826	362.2312322035119	-912.090351677498	16	12.816	27	8
51	3336695792710813	30627	11	511	425.7253560767375	355.4053509262914	-911.6485053703326	13	13.194	28	8
52	3338504617363106	31170	9	511	426.8583791707564	370.1362121493318	-909.5172477898273	13	13.18	28	8
53	3340231515816116	31703	9	509	424.9925373634364	380.4832200969632	-914.6131815760449	9	13.55	27	8
54	3341781499027606	32223	9	509	425.3445136117178	376.6150196911613	-910.9934516764687	12	13.584	28	8
55	3343271549480323	32740	9	509	426.7791486592417	366.4828448899051	-913.2965905500492	13	13.884	28	8
56	3344925374274587	33269	8	509	426.36496664906895	364.7656162958985	-908.6057975387452	14	13.744	28	8
57	3346399115653473	33785	8	508	430.0556218569205	349.1354074689276	-952.4403261542365	11	14.234	28	8
58	3347904519058770	34300	8	508	432.35414592206854	375.45492790379745	-909.6555217603546	12	14.354	29	8
59	3349616499743325	34830	8	508	424.63571932810015	376.31309181625835	-905.4870689537856	10	15.14	30	8
60	3351246458459511	35354	8	508	428.14895454635473	377.28233517590945	-916.8817631641257	13	14.794	29	8
61	3352947452148199	35881	8	508	427.4517267351008	384.60742649434735	-911.9829459300988	17	15.35	28	8
