**********************************
*   Optimizing GRN with GRNEAT   *
**********************************

---- Evolution parameters ----
Folder name:                        NMSarsa_PuddleWorld/run_1422527609876151000
Evaluator name:                     NMSarsa_PuddleWorld
Random seed:                        1212
GREAT activated:                    true
Max iterations:                     500
Population size:                    500
Save Population:                    false
Representative method:              1
Species size adjusting methods:     2
Dynamics coeff for genome distance: true
GREAT initialization                true
Number of CPUs                      4
Speciation threshold:               0.15
Species min size:                   15
Initial duplicates:                 19
Tournament size:                    3
Crossover rate:                     0.2
Mutation rate:                      0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size
0	1422527797461011000	480	24	480	476.4933333333302	67.86901736111056	-50.100000000000406	8	7.68	8	8
1	1422528463258124000	1193	12	691	594.1249999999952	266.10449831162464	-50.100000000000406	8	11.628	10	8
2	1422529081600967000	1750	11	512	549.7533333333291	282.08943684895723	-50.100000000000406	10	8.838	10	8
3	1422529785401573000	2306	11	511	602.5733333333285	312.7566210045647	-50.100000000000406	10	9.038	11	8
4	1422530634804287000	2868	13	511	596.7383333333288	334.7756066536186	-50.100000000000406	11	9.222	12	8
5	1422531583787334000	3430	14	513	613.1966666666618	362.51930474333767	-50.100000000000406	11	9.466	13	8
6	1422535330644006000	3968	13	514	661.5699999999945	399.28305771724774	-50.100000000000406	10	9.758	13	8
7	1422536329855985000	4510	12	513	625.1633333333282	399.1236192332656	-50.100000000000406	11	9.982	13	8
8	1422537307133802000	5040	14	512	670.4733333333279	435.2214192708303	-50.100000000000406	10	10.004	13	8
9	1422538361065128000	5586	14	514	668.3399999999946	441.87314202334323	-50.100000000000406	10	10.066	14	8
10	1422539538985876000	6147	12	514	659.1166666666612	470.1116569390368	-50.100000000000406	10	10.394	14	8
11	1422540511848471000	6667	13	512	702.1933333333276	478.4708626302048	-50.100000000000406	9	10.546	14	8
12	1422541582812349000	7202	13	513	676.6683333333278	474.4826348278067	-50.100000000000406	11	10.58	15	8
13	1422542651493302000	7740	14	513	692.4749999999945	482.36541585444746	-50.100000000000406	11	10.618	15	8
14	1422543690912126000	8269	15	514	666.6283333333281	475.61507133592386	-50.100000000000406	9	10.752	17	8
15	1422544802760647000	8796	15	515	650.9116666666615	495.7493527508055	-50.100000000000406	8	11.242	17	8
16	1422546080584353000	9361	13	515	686.706666666661	498.7522135922292	-50.100000000000406	11	11.526	16	8
17	1422547469060269000	9941	10	513	662.9099999999945	503.0906562703017	-50.100000000000406	12	11.61	17	8
18	1422548592318858000	10469	10	510	674.6516666666613	497.6695098039178	-50.100000000000406	10	11.64	17	8
19	1422549685483968000	10986	10	510	673.0166666666613	510.7307124182968	-50.100000000000406	12	11.73	17	8
20	1422550794133245000	11508	11	510	671.3749999999947	507.9222614379046	-50.100000000000406	12	11.652	18	8
21	1422551879798133000	12025	12	511	678.0016666666613	514.8232093933425	-50.100000000000406	12	11.8	18	8
22	1422558573953527000	12568	14	512	657.6633333333282	500.5228515624962	-50.100000000000406	12	11.96	18	8
23	1422561924405691000	13105	13	514	665.3066666666613	505.69323281452273	-50.100000000000406	13	12.284	19	8
24	1422563007398627000	13623	13	513	675.651666666661	512.5716731643887	-50.100000000000406	10	11.882	19	8
25	1422564112314191000	14144	14	513	667.0983333333279	526.8956205328095	-50.100000000000406	15	11.948	19	8
26	1422565331855717000	14692	12	514	692.1249999999944	521.8823476005148	-50.100000000000406	13	11.896	20	8
27	1422566539818429000	15232	13	512	673.0783333333278	522.3436848958294	-50.100000000000406	11	12.04	20	8
28	1422567774260824000	15775	13	513	695.7383333333277	517.7162248213086	-50.100000000000406	8	12.352	21	8
29	1422568981262548000	16298	13	513	673.8066666666612	526.9730799220232	-50.100000000000406	10	12.644	21	8
30	1422570388131900000	16860	11	513	714.9299999999942	530.5167543859608	-50.100000000000406	15	12.952	22	8
31	1422571719856066000	17406	11	511	693.331666666661	521.0869863013658	-50.100000000000406	9	12.45	22	8
32	1422573028741132000	17953	12	511	693.281666666661	522.8306262230881	-50.100000000000406	16	12.556	22	8
33	1422574220128656000	18482	13	512	723.0449999999943	516.4378743489544	-50.100000000000406	9	12.42	21	8
34	1422575607836603000	19033	13	513	698.386666666661	531.810285899931	-50.100000000000406	10	12.64	21	8
35	1422576900184492000	19573	12	513	695.2016666666609	519.5305230669226	-50.100000000000406	18	13.166	21	8
36	1422578146971372000	20105	12	512	698.5499999999943	521.6747460937461	-50.100000000000406	12	13.54	22	8
37	1422579387079228000	20629	13	512	684.7349999999943	533.153388671871	-50.100000000000406	18	13.404	22	8
38	1422580669417775000	21169	14	513	705.5716666666609	522.1992007797231	-50.100000000000406	13	13.668	22	8
39	1422581940824122000	21696	13	514	697.8399999999943	534.6051945525251	-50.100000000000406	14	13.98	21	8
40	1422583225909594000	22234	13	513	726.5949999999939	526.2553118908343	-50.100000000000406	13	13.986	21	8
41	1422584523346809000	22770	14	513	693.5333333333277	534.5331903833618	-50.100000000000406	14	14.438	22	8
42	1422585879763654000	23313	14	514	703.5449999999944	536.2015337224343	-50.100000000000406	13	14.254	23	8
43	1422587258169652000	23854	14	514	713.1383333333274	543.1168547341074	-50.100000000000406	14	13.898	22	8
44	1422588625697084000	24394	12	514	677.668333333328	533.0543741893604	-50.100000000000406	15	14.056	22	8
45	1422589937004115000	24932	11	512	722.0716666666609	535.8866829427042	-50.100000000000406	15	13.852	21	8
46	1422591180472004000	25448	12	511	682.0399999999943	537.3379843444185	-50.100000000000406	18	13.93	21	8
47	1422592523469544000	25977	12	512	690.0866666666611	538.1993294270792	-50.100000000000406	12	14.066	22	8
48	1422593941711342000	26525	12	512	680.6083333333278	533.4455826822875	-50.100000000000406	9	13.912	23	8
49	1422595234833822000	27042	12	512	678.9599999999944	538.6437044270792	-50.100000000000406	18	13.832	22	8
50	1422596575381417000	27564	13	512	680.113333333328	543.4489941406209	-50.100000000000406	18	14.032	21	8
51	1422597983159262000	28106	13	513	697.6016666666609	542.8352176738101	-50.100000000000406	20	13.892	22	8
52	1422599356695500000	28641	12	513	691.8533333333277	542.2718615984365	-50.100000000000406	11	14.05	23	8
53	1422600627859155000	29156	12	512	704.9899999999943	542.8853971354125	-50.100000000000406	19	13.948	22	8
54	1422601980766805000	29680	13	512	673.3866666666613	540.4582714843709	-50.100000000000406	15	13.914	23	8
55	1422603380642871000	30221	13	513	685.1483333333279	548.6200942170199	-50.100000000000406	11	14.2	22	8
56	1422606875541626000	30749	14	513	691.1483333333277	558.517982456136	-50.100000000000406	11	14.418	22	8
57	1422608460626503000	31305	13	514	678.1099999999947	552.4009273670516	-50.100000000000406	12	14.646	22	8
58	1422609826416130000	31829	14	513	695.7133333333278	556.3557472384623	-50.100000000000406	15	14.172	23	8
59	1422611174518823000	32353	14	514	679.531666666661	546.3432587548596	-50.100000000000406	22	14.268	23	8
60	1422612647216271000	32900	13	514	684.4383333333279	547.9285959792435	-50.100000000000406	15	14.284	24	8
61	1422614077006964000	33430	12	513	703.5999999999945	555.9649350227378	-50.100000000000406	11	14.808	25	8
62	1422615421403130000	33942	13	512	722.9316666666606	562.3103613281207	-50.100000000000406	11	14.698	25	8
63	1422616756735913000	34459	13	513	675.9649999999943	547.5202534113018	-50.100000000000406	15	14.416	25	8
64	1422618326829411000	35008	12	513	686.4733333333277	551.424291747884	-50.100000000000406	19	14.834	24	8
65	1422619743922709000	35536	12	512	687.7533333333279	562.2790852864541	-50.100000000000406	16	15.108	24	8
66	1422621189605492000	36064	12	512	693.1199999999943	559.0116503906206	-50.100000000000406	20	15.284	24	8
67	1422622844151514000	36613	12	512	676.7699999999943	560.984641927079	-50.100000000000406	11	15.27	25	8
68	1422631981462372000	37125	12	512	677.936666666661	559.8738476562457	-50.100000000000406	20	15.744	26	8
69	1422657524155881000	37641	12	512	713.7099999999942	553.9778580729123	-50.100000000000406	15	15.68	24	8
