**********************************
*   Optimizing GRN with GRNEAT   *
**********************************

---- Evolution parameters ----
Folder name:                        NMSarsa_Maze/run_3361647812147539
Evaluator name:                     NMSarsa_Maze
Random seed:                        111
GREAT activated:                    true
Max iterations:                     500
Population size:                    500
Save Population:                    false
Representative method:              1
Species size adjusting methods:     2
Dynamics coeff for genome distance: true
GREAT initialization                true
Number of CPUs                      16
Speciation threshold:               0.15
Species min size:                   15
Initial duplicates:                 19
Tournament size:                    3
Crossover rate:                     0.2
Mutation rate:                      0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size
0	3361839034599712	480	24	480	1.8627244776691585	0.24550631195690367	-4.25531914893617E-4	8	7.68	8	8
1	3362099925809500	1086	9	521	1.8718291144335826	1.0148747737280714	-4.25531914893617E-4	9	8.734	10	8
2	3362255558076885	1611	9	509	1.874529497795668	1.1664623635270517	-4.25531914893617E-4	9	8.85	11	8
3	3362435939036801	2157	12	509	1.8806985815602837	1.3137943023544383	-4.25531914893617E-4	9	9.174	12	8
4	3362599937328806	2695	11	512	1.8851515756181714	1.4472542722784285	-4.25531914893617E-4	8	9.5	13	8
5	3362775233368649	3241	11	511	1.8869648456967607	1.4826344539359695	-4.25531914893617E-4	8	9.636	13	8
6	3362949235207796	3790	13	511	1.8894127889591719	1.560518485616607	-4.25531914893617E-4	8	9.814	14	8
7	3363106751323857	4310	14	513	1.901657129576385	1.6229345664047774	-4.25531914893617E-4	10	9.882	14	8
8	3363305445267846	4851	13	514	1.9051397191872723	1.6522110805403465	-4.25531914893617E-4	10	10.186	15	8
9	3363495245297985	5390	14	513	1.9102002578110027	1.6554921113311893	-4.25531914893617E-4	10	10.42	16	8
10	3363698947488191	5935	11	514	1.912137659574468	1.6585224713019164	-4.25531914893617E-4	10	10.662	15	8
11	3363915970187717	6480	11	511	1.9152132020318193	1.6370723568459575	-4.25531914893617E-4	9	10.508	15	8
12	3364161244802935	7043	12	511	1.9156815219474794	1.7037320610269675	-4.25531914893617E-4	10	10.77	16	8
13	3364407096198760	7603	12	512	1.9197394316657084	1.6788059701793718	-4.25531914893617E-4	9	11.084	17	8
14	3364582878220357	8123	13	512	1.9206238815411156	1.6902046812160818	-4.25531914893617E-4	10	11.278	17	8
15	3364817720736039	8699	13	513	1.9182849846655166	1.7389640293372879	-4.25531914893617E-4	11	11.554	17	8
16	3365023503718961	9245	13	513	1.9218608683151235	1.7399043537397045	-4.25531914893617E-4	9	11.568	18	8
17	3365212785824204	9770	14	513	1.918750340233851	1.750024773037315	-4.25531914893617E-4	11	11.702	18	8
18	3365377837950775	10286	14	514	1.9231185988115773	1.7369373827575816	-4.25531914893617E-4	10	11.8	19	8
19	3365609553865247	10845	13	514	1.9240556958021853	1.7376631323013136	-4.25531914893617E-4	11	11.656	20	8
20	3365816208959749	11384	13	513	1.920939758481886	1.7352962188186694	-4.25531914893617E-4	11	11.742	21	8
21	3366030819569801	11925	14	513	1.9208045754264904	1.7720387255956962	-4.25531914893617E-4	11	11.726	20	8
22	3366253444008351	12479	12	514	1.9219813283496263	1.770980612558912	-4.25531914893617E-4	11	11.85	21	8
23	3366464926921264	13017	13	512	1.920323260494537	1.7806306317911997	-4.25531914893617E-4	11	12.058	21	8
24	3366697567848031	13557	13	513	1.9235030256852599	1.774379888365409	-4.25531914893617E-4	12	12.194	21	8
25	3366941004160438	14092	13	513	1.9227147575234809	1.7905712117100303	-4.25531914893617E-4	12	12.54	22	8
26	3367180308402002	14630	14	513	1.9232165353651522	1.7970691708991562	-4.25531914893617E-4	13	12.748	21	8
27	3367413009457701	15154	13	514	1.9252954552424764	1.7964418477884705	-4.25531914893617E-4	13	12.832	21	8
